section,metric_key,label,timeframe,value,unit,source,status,updated_at,notes
Heatmap,long_liq_zone_1_24h,Long Liq Zone 1 Below (24h),24h,22928974036.13,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$73,075-$73,436 | 0.47% below"
Heatmap,long_liq_zone_2_24h,Long Liq Zone 2 Below (24h),24h,11877356092.81,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$72,354-$72,715 | 1.45% below"
Heatmap,long_liq_zone_3_24h,Long Liq Zone 3 Below (24h),24h,5791788630.71,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$70,860-$71,221 | 3.48% below"
Heatmap,short_liq_zone_1_24h,Short Liq Zone 1 Above (24h),24h,23754712169.16,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$74,569-$74,930 | 1.56% above"
Heatmap,short_liq_zone_2_24h,Short Liq Zone 2 Above (24h),24h,11464487023.65,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$75,290-$75,651 | 2.54% above"
Heatmap,short_liq_zone_3_24h,Short Liq Zone 3 Above (24h),24h,5755671438.93,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$76,784-$77,145 | 4.57% above"
Heatmap,nearest_below_price_24h,Nearest Cluster Below (24h),24h,"$73,256",USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"dist=0.47%, vol=22.93B"
Heatmap,nearest_below_dist_24h,Nearest Below Dist (24h),24h,0.473,%,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,nearest_below_vol_24h,Nearest Below Volume (24h),24h,22928974036.13,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,nearest_above_price_24h,Nearest Cluster Above (24h),24h,"$74,749",USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"dist=1.56%, vol=23.75B"
Heatmap,nearest_above_dist_24h,Nearest Above Dist (24h),24h,1.557,%,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,nearest_above_vol_24h,Nearest Above Volume (24h),24h,23754712169.16,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,liquidity_magnet_24h,Liquidity Magnet (24h),24h,"$74,749",USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"above, dist=1.56%, vol=23.75B"
Heatmap,liquidity_vacuum_24h,Liquidity Vacuum Gap (24h),24h,1494.0,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,"$71,041-$72,534 | 2.03% of price"
Heatmap,bucket_0.5%_below_24h,Vol 0.5% Below (24h),24h,9379749779.0,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_0.5%_above_24h,Vol 0.5% Above (24h),24h,0,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_0.5%_imbalance_24h,Imbalance 0.5% (24h),24h,0.0,above/below,liqHeatMap,ok,2026-05-31 14:18:29 UTC,">1=more above, <1=more below"
Heatmap,bucket_1.0%_below_24h,Vol 1.0% Below (24h),24h,22928974036.13,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_1.0%_above_24h,Vol 1.0% Above (24h),24h,0,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_1.0%_imbalance_24h,Imbalance 1.0% (24h),24h,0.0,above/below,liqHeatMap,ok,2026-05-31 14:18:29 UTC,">1=more above, <1=more below"
Heatmap,bucket_2.0%_below_24h,Vol 2.0% Below (24h),24h,34806330128.94,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_2.0%_above_24h,Vol 2.0% Above (24h),24h,23754712169.16,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_2.0%_imbalance_24h,Imbalance 2.0% (24h),24h,0.6825,above/below,liqHeatMap,ok,2026-05-31 14:18:29 UTC,">1=more above, <1=more below"
Heatmap,bucket_3.0%_below_24h,Vol 3.0% Below (24h),24h,34806330128.94,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_3.0%_above_24h,Vol 3.0% Above (24h),24h,35219199192.81,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_3.0%_imbalance_24h,Imbalance 3.0% (24h),24h,1.0119,above/below,liqHeatMap,ok,2026-05-31 14:18:29 UTC,">1=more above, <1=more below"
Heatmap,bucket_5.0%_below_24h,Vol 5.0% Below (24h),24h,40598118759.65,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_5.0%_above_24h,Vol 5.0% Above (24h),24h,40974870631.74,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,bucket_5.0%_imbalance_24h,Imbalance 5.0% (24h),24h,1.0093,above/below,liqHeatMap,ok,2026-05-31 14:18:29 UTC,">1=more above, <1=more below"
Heatmap,cluster_count_24h,Cluster Count (24h),24h,6,,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Heatmap,total_volume_24h,Total Heatmap Volume (24h),24h,81572989391.39,USD,liqHeatMap,ok,2026-05-31 14:18:29 UTC,
Derivatives,funding_current,Current Funding Rate,8h,0.742,%,fundingRate/v2/history/chart,ok,2026-05-31 14:18:29 UTC,
Derivatives,funding_avg_24h,Funding Rate Avg 24h,24h,0.47745,%,fundingRate/v2/history/chart,ok,2026-05-31 14:18:29 UTC,
Derivatives,funding_avg_7d,Funding Rate Avg 7d,7d,0.34851,%,fundingRate/v2/history/chart,ok,2026-05-31 14:18:29 UTC,
Derivatives,funding_zscore,Funding Rate Z-Score,all,1.485,sigma,fundingRate/v2/history/chart,ok,2026-05-31 14:18:29 UTC,vs full history window
Derivatives,funding_state,Funding State,current,overheated_long,,fundingRate/v2/history/chart,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_total_current,Total OI (All Exchanges),current,54326108995.0,USD,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_delta_24h,OI Chg24h,24h,-3.232,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_delta_7d,OI Chg7d,7d,-9.251,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_binance,OI Binance,current,10397520527.0332,USD,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_binance_24h_chg,OI Binance Chg24h,24h,0.22,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_cme,OI CME,current,7541868347.44,USD,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_cme_24h_chg,OI CME Chg24h,24h,-0.28,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_bybit,OI Bybit,current,4706611548.7,USD,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_bybit_24h_chg,OI Bybit Chg24h,24h,-0.69,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_okx,OI OKX,current,3263050961.2805476,USD,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,oi_okx_24h_chg,OI OKX Chg24h,24h,0.56,%,openInterest,ok,2026-05-31 14:18:29 UTC,
Derivatives,coinbase_premium_current,Coinbase Premium,current,-91.48,%,kline/coinbase_premium,ok,2026-05-31 14:18:29 UTC,
Derivatives,coinbase_premium_1h,Coinbase Premium 1h avg,1h,-100.73,%,kline/coinbase_premium,ok,2026-05-31 14:18:29 UTC,
Derivatives,coinbase_premium_24h,Coinbase Premium 24h avg,24h,-110.97312,%,kline/coinbase_premium,ok,2026-05-31 14:18:29 UTC,
Derivatives,coinbase_premium_state,Coinbase Premium State,current,negative,,kline/coinbase_premium,ok,2026-05-31 14:18:29 UTC,
ETF,etf_net_flow_30d,ETF Net Flow 30d,30d,85461.2,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,sum all BTC spot ETFs
ETF,etf_top1_ticker,ETF Top1 Ticker,30d,IBIT,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_top1_flow_30d,ETF Top1 Flow 30d,30d,65708.7,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_top2_ticker,ETF Top2 Ticker,30d,FBTC,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_top2_flow_30d,ETF Top2 Flow 30d,30d,11222.0,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_top3_ticker,ETF Top3 Ticker,30d,BTC,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_top3_flow_30d,ETF Top3 Flow 30d,30d,2296.0,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot1_ticker,ETF Bot1 Ticker,30d,GBTC,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot1_flow_30d,ETF Bot1 Flow 30d,30d,0.0,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot2_ticker,ETF Bot2 Ticker,30d,BTCW,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot2_flow_30d,ETF Bot2 Flow 30d,30d,98.3,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot3_ticker,ETF Bot3 Ticker,30d,BTCO,,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
ETF,etf_bot3_flow_30d,ETF Bot3 Flow 30d,30d,239.3,M USD,farside.co.uk,ok,2026-05-31 14:18:29 UTC,
Signal,liquidation_direction_bias,Liquidation Direction Bias,current,long_pressure,,computed,ok,2026-05-31 14:18:29 UTC,based on 1% bucket imbalance (24h)
Signal,liquidation_state,Liquidation State,current,neutral,,computed,ok,2026-05-31 14:18:29 UTC,funding + imbalance + OI delta
